snp-dists 0.8.2,SBV005,SBV007,SBV010,SBV011,SBV019,SBV021,SBV022,SBV023,SBV024,SBV025,SBV027,SBV029,SBV030,SBV032,SBV033,SBV035,SBV036,SBV037,SBV038,SBV039,SBV041,SBV042,SBV043,SBV044,SBV045,SBV046,SBV047,SBV048,SBV049,SBV050,SBV051,SBV052,SBV053,SBV054,SBV055,SBV056,SBV057,SBV058,SBV059,SBV060,SBV061,SBV062,SBV063,SBV064,SBV067,SBV068,SBV069,SBV070,SBV071,SBV072,SBV075,SBV076,SBV077,SBV078,SBV079,SBV080,SBV081,SBV082,SBV083,SBV084,SBV087,SBV088,SBV089,SBV090,SBV091,SBV092,SBV093,SBV094,SBV095,SBV096,SBV097,SBV098,SBV099,SBV100,SBV101,SBV102,SBV103,SBV104,SBV105,SBV106,SBV107,SBV108,SBV109,SBV110,SBV111,SBV112,SBV113,SBV114,SBV115,SBV116,SBV117,SBV118,SBV119,SBV121,SBV122,SBV123,SBV124,SBV125,SBV127,SBV128,SBV130,SBV132,SBV133,SBV134,SBV135,SBV136,SBV138,SBV139,SBV140,SBV141,SBV142,SBV143,SBV144,SBV145,SBV146,SBV147,SBV148,SBV150,SBV151,SBV152,SBV153,SBV156,SBV157,SBV158,SBV159,SBV160,SBV161,SBV162,SBV163,SBV164,SBV165,SBV166,SBV167,SBV168,SBV169,SBV170,SBV171,SBV172,SBV173,SBV174,SBV175,SBV176,SBV218,SBV234,SBV235,SBV240,SBV257,SBV269,SBV270,SBV271,SBV272,SBV273,SBV274,SBV275,SBV276,SBV277,SBV278,SBV279,SBV280,SBV281,SBV282,SBV283,SBV284,SBV285,SBV286,SBV287,SBV288,SBV289,SBV290,SBV291,SBV292,SBV293,SBV294,SBV295,SBV296,SBV297,SBV298,SBV299,SBV300,SBV301,SBV302,SBV305,SBV306,SBV307,SBV308,SBV310,SBV311,SBV312,SBV313,SBV314,SBV315,SBV316,SBV317,SBV318,SBV319,SBV320,SBV321,SBV322,SBV323,SBV324,SBV325,SBV326,SBV327,SBV328,SBV329,SBV330,SBV331,SBV332,SBV333,SBV334,SBV335,SBV336,SBV337,SBV338,SBV339,SBV340,SBV341,SBV343,SBV344,SBV345,SBV347,SBV348,SBV349,SBV350,SBV351,SBV352,SBV353,SBV354,SBV355,SBV356,SBV357,SBV358,SBV359,SBV361,SBV362,SBV363,SBV364,SBV365,SBV366,SBV367,SBV368,SBV369,SBV370,SBV371,SBV372,SBV373,SBV374,SBV375,SBV376
SBV157,40,7,65,87,72,71,18,4,72,8,6,76,9,76,8,6,6,8,9,7,5,6,6,6,4,5,4,4,4,6,4,6,8,8,6,7,5,8,4,9,7,8,5,7,6,8,5,8,4,13,5,4,5,8,5,8,4,5,4,4,5,9,6,7,9,8,7,6,6,4,4,4,7,5,5,11,9,6,7,5,10,5,9,9,6,4,8,5,5,10,6,5,8,6,7,6,6,6,8,6,6,7,8,6,7,7,7,7,4,2,7,4,8,6,7,10,6,4,8,7,7,8,0,5,4,9,11,6,7,2,10,6,6,6,7,12,4,5,4,5,4,11,8,7,5,9,8,10,12,9,6,12,15,14,15,13,8,6,6,3,10,8,12,8,12,9,6,12,11,3,12,8,9,13,7,4,8,9,10,12,5,15,13,13,9,13,11,11,77,8,5,16,11,9,15,10,9,6,9,9,10,12,10,8,11,10,14,4,7,13,10,8,4,14,12,12,15,15,10,6,7,8,7,12,11,14,10,10,7,7,11,10,10,6,11,15,14,11,11,12,15,10,14,12,11,9,17,7,14
SBV158,37,4,62,84,69,68,15,1,69,5,3,73,6,73,5,3,3,5,6,4,2,3,3,3,1,2,1,1,1,3,1,3,5,5,3,4,2,5,1,6,4,5,2,4,3,5,2,5,1,10,2,1,2,5,2,5,1,2,1,1,2,6,3,4,6,5,4,3,3,1,1,1,4,2,2,8,6,3,4,2,7,2,6,6,3,1,5,2,2,7,3,2,5,3,4,3,3,3,5,3,3,4,5,3,4,4,4,4,1,3,4,1,5,3,4,7,3,1,5,4,4,5,5,0,5,6,8,3,4,3,7,3,3,3,4,9,1,2,1,2,1,8,5,4,2,6,5,7,9,6,3,9,12,11,12,10,5,3,3,4,7,5,9,5,9,6,7,9,8,4,9,5,6,10,4,1,5,6,7,9,6,12,10,10,6,10,8,8,74,5,6,13,8,6,12,7,6,3,6,6,7,9,7,5,8,7,11,1,4,10,7,5,1,11,9,9,12,12,7,3,4,5,4,9,8,11,7,7,4,4,8,7,7,3,8,12,11,8,8,9,12,7,11,9,8,6,14,4,11
SBV159,40,7,65,87,72,71,18,4,72,8,6,76,9,76,8,6,6,8,9,7,5,6,6,6,4,5,4,4,4,6,4,6,8,8,6,7,5,8,4,9,7,8,5,7,6,8,5,8,4,13,5,4,5,8,5,8,4,5,4,4,5,9,6,7,9,8,7,6,6,4,4,4,7,5,5,11,9,6,7,5,10,5,9,9,6,4,8,5,5,10,6,5,8,6,7,6,6,6,8,6,6,7,8,6,7,7,7,7,4,2,7,4,8,6,7,10,6,4,8,7,7,8,4,5,0,9,11,6,7,2,10,6,6,6,7,12,4,5,4,5,4,11,8,7,5,9,8,10,12,9,6,12,15,14,15,13,8,6,6,3,10,8,12,8,12,9,6,12,11,3,12,8,9,13,7,4,8,9,10,12,5,15,13,13,9,13,11,11,77,8,5,16,11,9,15,10,9,6,9,9,10,12,10,8,11,10,14,4,7,13,10,8,4,14,12,12,15,15,10,6,7,8,7,12,11,14,10,10,7,7,11,10,10,6,11,15,14,11,11,12,15,10,14,12,11,9,17,7,14
SBV160,41,8,66,88,73,72,19,5,73,9,7,77,10,77,9,7,7,9,10,8,6,7,7,7,5,6,5,5,5,7,5,7,9,9,7,8,6,9,5,10,8,9,6,8,7,9,4,9,5,14,6,5,6,9,4,9,5,4,5,5,6,10,7,8,10,9,8,7,7,5,5,5,8,6,4,12,10,7,6,4,11,4,8,10,5,5,9,6,6,11,5,6,9,5,6,5,5,5,9,5,5,8,7,7,8,6,6,8,5,7,8,5,9,7,6,11,5,5,9,8,6,9,9,6,9,0,12,7,4,7,11,5,5,5,8,13,5,6,5,6,5,12,9,8,6,8,7,11,13,10,7,13,16,15,16,14,7,3,5,8,11,9,13,7,13,8,11,13,12,8,13,7,8,14,6,5,9,8,9,13,10,16,14,14,8,14,12,12,78,9,10,17,12,10,16,11,8,7,10,6,11,11,11,9,6,11,15,5,8,14,11,9,5,15,13,13,16,16,9,3,8,7,8,13,12,15,9,11,4,8,6,11,11,3,10,16,15,6,12,13,16,9,15,13,10,10,18,6,15
SBV161,41,6,66,88,73,72,19,7,73,9,7,77,10,77,9,5,5,9,8,10,8,5,9,9,7,8,7,7,7,9,7,9,9,5,9,4,6,3,7,10,4,5,8,4,9,5,8,3,7,14,8,7,8,7,8,3,7,8,7,7,8,4,9,8,4,9,6,9,9,7,7,7,8,8,8,6,6,5,10,8,7,8,12,4,9,7,11,8,8,7,9,8,5,9,10,9,9,9,5,9,9,10,11,9,8,10,10,10,7,9,10,7,11,9,10,7,9,7,5,10,10,11,11,8,11,12,0,9,10,9,5,9,9,9,10,11,7,8,7,8,7,10,9,10,8,12,11,5,13,10,9,13,16,15,16,8,11,9,9,10,13,11,13,11,13,12,13,13,12,10,13,11,12,14,10,7,11,12,13,13,12,10,14,14,12,14,6,12,78,9,12,17,14,10,16,11,12,9,12,12,11,15,11,9,14,11,15,7,8,14,11,9,7,15,13,13,16,16,13,9,10,11,8,7,12,15,13,11,10,10,14,13,13,9,14,16,15,14,14,15,16,13,15,13,14,10,18,10,15
SBV162,38,5,63,85,70,69,16,2,70,6,4,74,7,74,6,4,4,6,7,5,3,4,4,4,2,3,2,2,2,4,2,4,6,6,4,5,3,6,2,7,5,6,3,5,4,6,3,6,2,11,3,2,3,6,3,6,2,3,2,2,3,7,4,5,7,6,5,4,4,2,2,2,5,3,3,9,7,4,5,3,8,3,7,7,4,2,6,3,3,8,4,3,6,4,5,4,4,4,6,4,4,5,6,4,5,5,5,5,2,4,5,2,6,4,5,8,4,2,6,5,5,6,6,3,6,7,9,0,5,4,8,4,4,4,5,10,2,3,2,3,2,9,6,5,3,7,6,8,10,7,4,10,13,12,13,11,6,4,4,5,8,6,10,6,10,7,8,10,9,5,10,6,7,11,5,2,6,7,8,10,7,13,11,11,7,11,9,9,75,6,7,14,9,7,13,8,7,4,7,7,8,10,8,6,9,8,12,2,5,11,8,6,2,12,10,10,13,13,8,4,5,6,5,10,9,12,8,8,5,5,9,8,8,4,9,13,12,9,9,10,13,8,12,10,9,7,15,5,12
SBV163,39,6,64,86,71,70,17,3,71,7,5,75,8,75,7,5,5,7,8,6,4,5,5,5,3,4,3,3,3,5,3,5,7,7,5,6,4,7,3,8,6,7,4,6,5,7,2,7,3,12,4,3,4,7,2,7,3,2,3,3,4,8,5,6,8,7,6,5,5,3,3,3,6,4,2,10,8,5,4,2,9,2,6,8,3,3,7,4,4,9,3,4,7,3,4,3,3,3,7,3,3,6,5,5,6,4,4,6,3,5,6,3,7,5,4,9,3,3,7,6,4,7,7,4,7,4,10,5,0,5,9,3,3,3,6,11,3,4,3,4,3,10,7,6,4,6,5,9,11,8,5,11,14,13,14,12,5,1,3,6,9,7,11,5,11,6,9,11,10,6,11,5,6,12,4,3,7,6,7,11,8,14,12,12,6,12,10,10,76,7,8,15,10,8,14,9,6,5,8,4,9,9,9,7,6,9,13,3,6,12,9,7,3,13,11,11,14,14,7,1,6,5,6,11,10,13,7,9,0,6,6,9,9,1,8,14,13,6,10,11,14,7,13,11,8,8,16,4,13
SBV164,38,5,63,85,70,69,16,2,70,6,4,74,7,74,6,4,4,6,7,5,3,4,4,4,2,3,2,2,2,4,2,4,6,6,4,5,3,6,2,7,5,6,3,5,4,6,3,6,2,11,3,2,3,6,3,6,2,3,2,2,3,7,4,5,7,6,5,4,4,2,2,2,5,3,3,9,7,4,5,3,8,3,7,7,4,2,6,3,3,8,4,3,6,4,5,4,4,4,6,4,4,5,6,4,5,5,5,5,2,0,5,2,6,4,5,8,4,2,6,5,5,6,2,3,2,7,9,4,5,0,8,4,4,4,5,10,2,3,2,3,2,9,6,5,3,7,6,8,10,7,4,10,13,12,13,11,6,4,4,1,8,6,10,6,10,7,4,10,9,1,10,6,7,11,5,2,6,7,8,10,3,13,11,11,7,11,9,9,75,6,3,14,9,7,13,8,7,4,7,7,8,10,8,6,9,8,12,2,5,11,8,6,2,12,10,10,13,13,8,4,5,6,5,10,9,12,8,8,5,5,9,8,8,4,9,13,12,9,9,10,13,8,12,10,9,7,15,5,12
SBV165,40,5,65,87,72,71,18,6,72,8,6,76,9,76,8,4,4,8,7,9,7,4,8,8,6,7,6,6,6,8,6,8,8,4,8,3,5,2,6,9,3,4,7,3,8,4,7,2,6,13,7,6,7,6,7,2,6,7,6,6,7,3,8,7,3,8,5,8,8,6,6,6,7,7,7,5,5,4,9,7,6,7,11,3,8,6,10,7,7,6,8,7,4,8,9,8,8,8,4,8,8,9,10,8,7,9,9,9,6,8,9,6,10,8,9,6,8,6,4,9,9,10,10,7,10,11,5,8,9,8,0,8,8,8,9,10,6,7,6,7,6,9,8,9,7,11,10,0,12,9,8,12,15,14,15,3,10,8,8,9,12,10,12,10,12,11,12,12,11,9,12,10,11,13,9,6,10,11,12,12,11,5,13,13,11,13,1,11,77,8,11,16,13,9,15,10,11,8,11,11,10,14,10,8,13,10,14,6,7,13,10,8,6,14,12,12,15,15,12,8,9,10,7,2,11,14,12,10,9,9,13,12,12,8,13,15,14,13,13,14,15,12,14,12,13,9,17,9,14
SBV166,38,5,63,85,70,69,16,2,70,6,4,74,7,74,6,4,4,6,7,5,3,4,4,4,2,3,2,2,2,4,2,4,6,6,4,5,3,6,2,7,5,6,3,5,4,6,1,6,2,11,3,2,3,6,1,6,2,1,2,2,3,7,4,5,7,6,5,4,4,2,2,2,5,3,1,9,7,4,3,1,8,1,5,7,2,2,6,3,3,8,2,3,6,2,3,2,2,2,6,2,2,5,4,4,5,3,3,5,2,4,5,2,6,4,3,8,2,2,6,5,3,6,6,3,6,5,9,4,3,4,8,0,2,2,5,10,2,3,2,3,2,9,6,5,3,5,4,8,10,7,4,10,13,12,13,11,4,2,2,5,8,6,10,4,10,5,8,10,9,5,10,4,5,11,3,2,6,5,6,10,7,13,11,11,5,11,9,9,75,6,7,14,9,7,13,8,5,4,7,5,8,8,8,6,7,8,12,2,5,11,8,6,2,12,10,10,13,13,6,2,5,4,5,10,9,12,6,8,3,5,7,8,8,2,7,13,12,7,9,10,13,6,12,10,7,7,15,3,12
SBV167,38,5,63,85,70,69,16,2,70,6,4,74,7,74,6,4,4,6,7,5,3,4,4,4,2,3,2,2,2,4,2,4,6,6,4,5,3,6,2,7,5,6,3,5,4,6,1,6,2,11,3,2,3,6,1,6,2,1,2,2,3,7,4,5,7,6,5,4,4,2,2,2,5,3,1,9,7,4,3,1,8,1,3,7,2,2,6,3,3,8,0,3,6,0,1,2,0,2,6,2,2,5,2,4,5,3,3,5,2,4,5,2,6,4,3,8,0,2,6,5,3,6,6,3,6,5,9,4,3,4,8,2,0,0,5,10,2,3,2,3,2,9,6,5,3,5,2,8,10,7,4,10,13,12,13,11,4,2,0,5,8,6,10,2,10,3,8,10,9,5,10,2,3,11,1,2,6,3,4,10,7,13,11,11,3,11,9,9,75,6,7,14,9,7,13,8,5,4,7,5,8,8,8,6,7,8,12,2,5,11,8,6,2,12,10,10,13,13,4,2,5,4,5,10,9,12,4,8,3,5,7,8,8,2,5,13,12,7,9,10,13,4,12,10,5,7,15,1,12
SBV168,38,5,63,85,70,69,16,2,70,6,4,74,7,74,6,4,4,6,7,5,3,4,4,4,2,3,2,2,2,4,2,4,6,6,4,5,3,6,2,7,5,6,3,5,4,6,1,6,2,11,3,2,3,6,1,6,2,1,2,2,3,7,4,5,7,6,5,4,4,2,2,2,5,3,1,9,7,4,3,1,8,1,3,7,2,2,6,3,3,8,0,3,6,0,1,2,0,2,6,2,2,5,2,4,5,3,3,5,2,4,5,2,6,4,3,8,0,2,6,5,3,6,6,3,6,5,9,4,3,4,8,2,0,0,5,10,2,3,2,3,2,9,6,5,3,5,2,8,10,7,4,10,13,12,13,11,4,2,0,5,8,6,10,2,10,3,8,10,9,5,10,2,3,11,1,2,6,3,4,10,7,13,11,11,3,11,9,9,75,6,7,14,9,7,13,8,5,4,7,5,8,8,8,6,7,8,12,2,5,11,8,6,2,12,10,10,13,13,4,2,5,4,5,10,9,12,4,8,3,5,7,8,8,2,5,13,12,7,9,10,13,4,12,10,5,7,15,1,12
SBV169,39,6,64,86,71,70,17,3,71,7,5,75,8,75,7,5,5,7,8,6,4,5,5,5,3,4,3,3,3,5,3,5,7,7,5,6,4,7,3,8,6,7,4,6,5,7,4,7,3,12,4,3,4,7,4,7,3,4,3,3,4,8,5,6,8,7,6,5,5,3,3,3,6,4,4,10,8,5,6,4,9,4,8,8,5,3,7,4,4,9,5,4,7,5,6,5,5,5,7,5,5,6,7,5,6,6,6,6,3,5,6,3,7,5,6,9,5,3,7,6,6,7,7,4,7,8,10,5,6,5,9,5,5,5,0,11,3,4,3,4,3,10,7,6,4,8,7,9,11,8,5,11,14,13,14,12,7,5,5,6,9,7,11,7,11,8,9,11,10,6,11,7,8,12,6,3,7,8,9,11,8,14,12,12,8,12,10,10,76,7,8,15,10,8,14,9,8,5,8,8,9,11,9,7,10,9,13,3,6,12,9,7,3,13,11,11,14,14,9,5,6,7,6,11,10,13,9,9,6,6,10,9,9,5,10,14,13,10,10,11,14,9,13,11,10,8,16,6,13
SBV170,42,7,67,89,74,73,20,8,74,10,8,78,11,78,10,6,6,10,9,11,9,6,10,10,8,9,8,8,8,10,8,10,10,8,10,7,7,8,8,11,7,8,9,7,10,8,9,8,8,15,9,8,9,8,9,8,8,9,8,8,9,9,10,9,9,10,7,10,10,8,8,8,9,9,9,11,9,6,11,9,10,9,13,9,10,8,12,9,9,10,10,9,8,10,11,10,10,10,8,10,10,11,12,10,9,11,11,11,8,10,11,8,12,10,11,10,10,8,8,11,11,12,12,9,12,13,11,10,11,10,10,10,10,10,11,0,8,9,8,9,8,3,10,11,9,13,12,10,14,11,10,14,17,16,17,13,12,10,10,11,14,12,14,12,14,13,14,14,13,11,14,12,13,15,11,8,12,13,14,14,13,15,15,15,13,15,11,13,79,10,13,18,15,11,17,12,13,10,13,13,12,16,12,10,15,12,16,8,9,15,12,10,8,16,14,14,17,17,14,10,11,12,9,12,13,16,14,12,11,11,15,14,14,10,15,17,16,15,15,16,17,14,16,14,15,11,19,11,16
SBV171,36,3,61,83,68,67,14,0,68,4,2,72,5,72,4,2,2,4,5,3,1,2,2,2,0,1,0,0,0,2,0,2,4,4,2,3,1,4,0,5,3,4,1,3,2,4,1,4,0,9,1,0,1,4,1,4,0,1,0,0,1,5,2,3,5,4,3,2,2,0,0,0,3,1,1,7,5,2,3,1,6,1,5,5,2,0,4,1,1,6,2,1,4,2,3,2,2,2,4,2,2,3,4,2,3,3,3,3,0,2,3,0,4,2,3,6,2,0,4,3,3,4,4,1,4,5,7,2,3,2,6,2,2,2,3,8,0,1,0,1,0,7,4,3,1,5,4,6,8,5,2,8,11,10,11,9,4,2,2,3,6,4,8,4,8,5,6,8,7,3,8,4,5,9,3,0,4,5,6,8,5,11,9,9,5,9,7,7,73,4,5,12,7,5,11,6,5,2,5,5,6,8,6,4,7,6,10,0,3,9,6,4,0,10,8,8,11,11,6,2,3,4,3,8,7,10,6,6,3,3,7,6,6,2,7,11,10,7,7,8,11,6,10,8,7,5,13,3,10
SBV172,37,4,62,84,69,68,15,1,69,5,3,73,6,73,5,3,3,5,6,4,2,3,3,3,1,2,1,1,1,3,1,3,5,5,3,4,2,5,1,6,4,5,2,4,3,5,2,5,1,10,2,1,2,5,2,5,1,2,1,1,2,6,3,4,6,5,4,3,3,1,1,1,4,2,2,8,6,3,4,2,7,2,6,6,3,1,5,2,2,7,3,2,5,3,4,3,3,3,5,3,3,4,5,3,4,4,4,4,1,3,4,1,5,3,4,7,3,1,5,4,4,5,5,2,5,6,8,3,4,3,7,3,3,3,4,9,1,0,1,2,1,8,5,4,2,6,5,7,9,6,3,9,12,11,12,10,5,3,3,4,7,5,9,5,9,6,7,9,8,4,9,5,6,10,4,1,5,6,7,9,6,12,10,10,6,10,8,8,74,5,6,13,8,6,12,7,6,3,6,6,7,9,7,5,8,7,11,1,4,10,7,5,1,11,9,9,12,12,7,3,4,5,4,9,8,11,7,7,4,4,8,7,7,3,8,12,11,8,8,9,12,7,11,9,8,6,14,4,11
SBV173,36,3,61,83,68,67,14,0,68,4,2,72,5,72,4,2,2,4,5,3,1,2,2,2,0,1,0,0,0,2,0,2,4,4,2,3,1,4,0,5,3,4,1,3,2,4,1,4,0,9,1,0,1,4,1,4,0,1,0,0,1,5,2,3,5,4,3,2,2,0,0,0,3,1,1,7,5,2,3,1,6,1,5,5,2,0,4,1,1,6,2,1,4,2,3,2,2,2,4,2,2,3,4,2,3,3,3,3,0,2,3,0,4,2,3,6,2,0,4,3,3,4,4,1,4,5,7,2,3,2,6,2,2,2,3,8,0,1,0,1,0,7,4,3,1,5,4,6,8,5,2,8,11,10,11,9,4,2,2,3,6,4,8,4,8,5,6,8,7,3,8,4,5,9,3,0,4,5,6,8,5,11,9,9,5,9,7,7,73,4,5,12,7,5,11,6,5,2,5,5,6,8,6,4,7,6,10,0,3,9,6,4,0,10,8,8,11,11,6,2,3,4,3,8,7,10,6,6,3,3,7,6,6,2,7,11,10,7,7,8,11,6,10,8,7,5,13,3,10
SBV174,37,4,62,84,69,68,15,1,69,5,3,73,6,73,5,3,3,5,6,4,2,3,3,3,1,2,1,1,1,3,1,3,5,5,3,4,2,5,1,6,4,5,2,4,3,5,2,5,1,10,2,1,2,5,2,5,1,2,1,1,2,6,3,4,6,5,4,3,3,1,1,1,4,2,2,8,6,3,4,2,7,2,6,6,3,1,5,2,2,7,3,2,5,3,4,3,3,3,5,3,3,4,5,3,4,4,4,4,1,3,4,1,5,3,4,7,3,1,5,4,4,5,5,2,5,6,8,3,4,3,7,3,3,3,4,9,1,2,1,0,1,8,5,4,2,6,5,7,9,6,3,9,12,11,12,10,5,3,3,4,7,5,9,5,9,6,7,9,8,4,9,5,6,10,4,1,5,6,7,9,6,12,10,10,6,10,8,8,74,5,6,13,8,6,12,7,6,3,6,6,7,9,7,5,8,7,11,1,4,10,7,5,1,11,9,9,12,12,7,3,4,5,4,9,8,11,7,7,4,4,8,7,7,3,8,12,11,8,8,9,12,7,11,9,8,6,14,4,11
SBV175,36,3,61,83,68,67,14,0,68,4,2,72,5,72,4,2,2,4,5,3,1,2,2,2,0,1,0,0,0,2,0,2,4,4,2,3,1,4,0,5,3,4,1,3,2,4,1,4,0,9,1,0,1,4,1,4,0,1,0,0,1,5,2,3,5,4,3,2,2,0,0,0,3,1,1,7,5,2,3,1,6,1,5,5,2,0,4,1,1,6,2,1,4,2,3,2,2,2,4,2,2,3,4,2,3,3,3,3,0,2,3,0,4,2,3,6,2,0,4,3,3,4,4,1,4,5,7,2,3,2,6,2,2,2,3,8,0,1,0,1,0,7,4,3,1,5,4,6,8,5,2,8,11,10,11,9,4,2,2,3,6,4,8,4,8,5,6,8,7,3,8,4,5,9,3,0,4,5,6,8,5,11,9,9,5,9,7,7,73,4,5,12,7,5,11,6,5,2,5,5,6,8,6,4,7,6,10,0,3,9,6,4,0,10,8,8,11,11,6,2,3,4,3,8,7,10,6,6,3,3,7,6,6,2,7,11,10,7,7,8,11,6,10,8,7,5,13,3,10
SBV176,41,6,66,88,73,72,19,7,73,9,7,77,10,77,9,5,5,9,8,10,8,5,9,9,7,8,7,7,7,9,7,9,9,7,9,6,6,7,7,10,6,7,8,6,9,7,8,7,7,14,8,7,8,7,8,7,7,8,7,7,8,8,9,8,8,9,6,9,9,7,7,7,8,8,8,10,8,5,10,8,9,8,12,8,9,7,11,8,8,9,9,8,7,9,10,9,9,9,7,9,9,10,11,9,8,10,10,10,7,9,10,7,11,9,10,9,9,7,7,10,10,11,11,8,11,12,10,9,10,9,9,9,9,9,10,3,7,8,7,8,7,0,9,10,8,12,11,9,13,10,9,13,16,15,16,12,11,9,9,10,13,11,13,11,13,12,13,13,12,10,13,11,12,14,10,7,11,12,13,13,12,14,14,14,12,14,10,12,78,9,12,17,14,10,16,11,12,9,12,12,11,15,11,9,14,11,15,7,8,14,11,9,7,15,13,13,16,16,13,9,10,11,8,11,12,15,13,11,10,10,14,13,13,9,14,16,15,14,14,15,16,13,15,13,14,10,18,10,15
SBV218,36,5,61,83,68,67,14,4,68,4,2,72,5,72,4,4,4,4,7,7,5,4,6,6,4,5,4,4,4,6,4,6,4,6,6,5,3,6,4,5,5,6,5,5,6,6,5,6,4,9,5,4,5,6,5,6,4,5,4,4,5,7,6,1,7,2,5,6,6,4,4,4,1,5,5,9,7,4,7,5,8,5,9,7,6,4,8,5,5,8,6,5,6,6,7,6,6,6,6,6,6,7,8,6,1,7,7,7,4,6,7,4,8,6,7,8,6,4,6,7,7,8,8,5,8,9,9,6,7,6,8,6,6,6,7,10,4,5,4,5,4,9,0,7,5,9,8,8,6,1,6,6,9,8,9,11,8,6,6,7,10,8,6,8,4,9,10,4,3,7,6,8,9,7,7,4,8,9,10,4,9,13,5,5,9,5,9,3,73,2,9,10,11,1,9,4,9,6,9,9,4,12,4,2,11,4,6,4,1,5,4,2,4,6,6,6,7,7,10,6,7,8,1,10,5,6,10,2,7,7,11,10,10,6,11,7,6,11,11,12,7,10,6,4,11,5,9,7,6
SBV234,39,6,64,86,71,70,17,3,71,7,5,75,8,75,7,5,5,7,8,6,4,5,5,5,3,4,3,3,3,5,3,5,7,7,5,6,4,7,3,8,6,7,4,6,5,7,4,7,3,12,4,3,4,7,4,7,3,4,3,3,4,8,5,6,8,7,6,5,5,3,3,3,6,4,4,10,8,5,6,4,9,4,8,8,5,3,7,4,4,9,5,4,7,5,6,5,5,5,7,5,5,6,7,5,6,6,6,6,3,5,6,3,7,5,6,9,5,3,7,6,6,7,7,4,7,8,10,5,6,5,9,5,5,5,6,11,3,4,3,4,3,10,7,0,4,8,7,9,11,8,5,11,14,13,14,12,7,5,5,6,9,7,11,7,11,8,9,11,10,6,11,7,8,12,6,3,7,8,9,11,8,14,12,12,8,12,10,10,76,7,8,15,10,8,14,9,8,5,8,8,9,11,9,7,10,9,13,3,6,12,9,7,3,13,11,11,14,14,9,5,6,7,6,11,10,13,9,9,6,6,10,9,9,5,10,14,13,10,10,11,14,9,13,11,10,8,16,6,13
SBV235,37,4,62,84,69,68,15,1,69,5,3,73,6,73,5,3,3,5,6,4,2,3,3,3,1,2,1,1,1,3,1,3,5,5,3,4,2,5,1,6,4,5,2,4,3,5,2,5,1,10,2,1,2,5,2,5,1,2,1,1,2,6,3,4,6,5,4,3,3,1,1,1,4,2,2,8,6,3,4,2,7,2,6,6,3,1,5,2,2,7,3,2,5,3,4,3,3,3,5,3,3,4,5,3,4,4,4,4,1,3,4,1,5,3,4,7,3,1,5,4,4,5,5,2,5,6,8,3,4,3,7,3,3,3,4,9,1,2,1,2,1,8,5,4,0,6,5,7,9,6,3,9,12,11,12,10,5,3,3,4,7,5,9,5,9,6,7,9,8,4,9,5,6,10,4,1,5,6,7,9,6,12,10,10,6,10,8,8,74,5,6,13,8,6,12,7,6,3,6,6,7,9,7,5,8,7,11,1,4,10,7,5,1,11,9,9,12,12,7,3,4,5,4,9,8,11,7,7,4,4,8,7,7,3,8,12,11,8,8,9,12,7,11,9,8,6,14,4,11
SBV240,41,8,66,88,73,72,19,5,73,9,7,77,10,77,9,7,7,9,10,8,6,7,7,7,5,6,5,5,5,7,5,7,9,9,7,8,6,9,5,10,8,9,6,8,7,9,4,9,5,14,6,5,6,9,4,9,5,4,5,5,6,10,7,8,10,9,8,7,7,5,5,5,8,6,4,12,10,7,6,4,11,4,8,10,5,5,9,6,6,11,5,6,9,5,6,5,5,5,9,5,5,8,7,7,8,6,6,8,5,7,8,5,9,7,6,11,5,5,9,8,6,9,9,6,9,8,12,7,6,7,11,5,5,5,8,13,5,6,5,6,5,12,9,8,6,0,7,11,13,10,7,13,16,15,16,14,7,5,5,8,11,9,13,7,13,8,11,13,12,8,13,7,8,14,6,5,9,8,9,13,10,16,14,14,8,14,12,12,78,9,10,17,12,10,16,11,8,7,10,8,11,11,11,9,10,11,15,5,8,14,11,9,5,15,13,13,16,16,9,5,8,7,8,13,12,15,9,11,6,8,10,11,11,5,10,16,15,10,12,13,16,9,15,13,10,10,18,6,15
SBV257,40,7,65,87,72,71,18,4,72,8,6,76,9,76,8,6,6,8,9,7,5,6,6,6,4,5,4,4,4,6,4,6,8,8,6,7,5,8,4,9,7,8,5,7,6,8,3,8,4,13,5,4,5,8,3,8,4,3,4,4,5,9,6,7,9,8,7,6,6,4,4,4,7,5,3,11,9,6,5,3,10,3,5,9,4,4,8,5,5,10,2,5,8,2,3,4,2,4,8,4,4,7,4,6,7,5,5,7,4,6,7,4,8,6,5,10,2,4,8,7,5,8,8,5,8,7,11,6,5,6,10,4,2,2,7,12,4,5,4,5,4,11,8,7,5,7,0,10,12,9,6,12,15,14,15,13,6,4,2,7,10,8,12,4,12,5,10,12,11,7,12,4,5,13,3,4,8,5,6,12,9,15,13,13,5,13,11,11,77,8,9,16,11,9,15,10,7,6,9,7,10,10,10,8,9,10,14,4,7,13,10,8,4,14,12,12,15,15,6,4,7,6,7,12,11,14,6,10,5,7,9,10,10,4,7,15,14,9,11,12,15,6,14,12,7,9,17,3,14
