snp.dists.0.8.2,year1,year1_ed,source1,variable,year2,year2_ed,source2,value,same_source,same_period,,,,,
SGV048,2021,B,Bovine,SGV052,2021,B,Canine,11,1,0,,,,,
SGV049,2021,B,Human,SGV052,2021,B,Canine,15,1,0,,,,,
SGV050,2021,B,Human,SGV052,2021,B,Canine,9,1,0,,,,,
SGV051,2021,B,Bovine,SGV052,2021,B,Canine,18,1,0,,,,,
SGV052,2021,B,Canine,SGV052,2021,B,Canine,0,0,0,,,,,
SGV053,2021,B,Bovine,SGV052,2021,B,Canine,1,1,0,,,,,
SGV054,2020,B,Canine,SGV052,2021,B,Canine,11,0,0,,,,,
SGV055,2021,B,Bovine,SGV052,2021,B,Canine,2,1,0,,,,,
SGV056,2021,B,Canine,SGV052,2021,B,Canine,10,0,0,,,,,
SGV057,2021,B,Bovine,SGV052,2021,B,Canine,8,1,0,,,,,
SGV058,2021,B,Canine,SGV052,2021,B,Canine,0,0,0,,,,,
SGV059,2021,B,Bovine,SGV052,2021,B,Canine,6,1,0,,,,,
SGV060,2021,B,Bovine,SGV052,2021,B,Canine,21,1,0,,,,,
SGV061,2021,B,Canine,SGV052,2021,B,Canine,19,0,0,,,,,
SGV062,2021,B,Bovine,SGV052,2021,B,Canine,4,1,0,,,,,
SGV063,2021,B,Ovine,SGV052,2021,B,Canine,14,1,0,,,,,
SGV064,2021,B,Bovine,SGV052,2021,B,Canine,17,1,0,,,,,
SGV065,2021,B,Canine,SGV052,2021,B,Canine,14,0,0,,,,,
SGV066,2022,B,Human,SGV052,2021,B,Canine,15,1,0,,,,,
SGV067,2022,B,Bovine,SGV052,2021,B,Canine,12,1,0,,,,,
SGV068,2022,B,Canine,SGV052,2021,B,Canine,20,0,0,,,,,
SGV069,2022,B,Bovine,SGV052,2021,B,Canine,18,1,0,,,,,
SGV070,2022,B,Canine,SGV052,2021,B,Canine,9,0,0,,,,,
SGV071,2022,B,Human,SGV052,2021,B,Canine,6,1,0,,,,,
SGV072,2022,B,Feline,SGV052,2021,B,Canine,14,1,0,,,,,
SGV073,2022,B,Canine,SGV052,2021,B,Canine,9,0,0,,,,,
SGV075,2022,B,Bovine,SGV052,2021,B,Canine,7,1,0,,,,,
SGV077,2022,B,Canine,SGV052,2021,B,Canine,8,0,0,,,,,
SGV078,2022,B,Bovine,SGV052,2021,B,Canine,7,1,0,,,,,
SGV079,2022,B,Canine,SGV052,2021,B,Canine,20,0,0,,,,,
SGV080,2022,B,Equine,SGV052,2021,B,Canine,10,1,0,,,,,
SGV004,2005,A,Bovine,SGV053,2021,B,Bovine,102,0,1,,,,,
SGV021,2019,B,Bovine,SGV053,2021,B,Bovine,12,0,0,,,,,
SGV022,2019,B,Bovine,SGV053,2021,B,Bovine,10,0,0,,,,,
SGV023,2019,B,Bovine,SGV053,2021,B,Bovine,14,0,0,,,,,
SGV025,2019,B,Bovine,SGV053,2021,B,Bovine,12,0,0,,,,,
SGV026,2019,B,Bovine,SGV053,2021,B,Bovine,12,0,0,,,,,
SGV028,2019,B,Bovine,SGV053,2021,B,Bovine,14,0,0,,,,,
SGV029,2019,B,Bovine,SGV053,2021,B,Bovine,12,0,0,,,,,
SGV030,2020,B,Bovine,SGV053,2021,B,Bovine,17,0,0,,,,,
SGV031,2020,B,Bovine,SGV053,2021,B,Bovine,14,0,0,,,,,
SGV032,2020,B,Human,SGV053,2021,B,Bovine,16,1,0,,,,,
SGV033,2020,B,Human,SGV053,2021,B,Bovine,16,1,0,,,,,
SGV034,2020,B,Human,SGV053,2021,B,Bovine,17,1,0,,,,,
SGV035,2020,B,Feline,SGV053,2021,B,Bovine,12,1,0,,,,,
SGV036,2020,B,Bovine,SGV053,2021,B,Bovine,12,0,0,,,,,
SGV037,2020,B,Bovine,SGV053,2021,B,Bovine,15,0,0,,,,,
SGV038,2020,B,Bovine,SGV053,2021,B,Bovine,17,0,0,,,,,
SGV039,2020,B,Canine,SGV053,2021,B,Bovine,11,1,0,,,,,
SGV040,2020,B,Bovine,SGV053,2021,B,Bovine,19,0,0,,,,,
SGV041,2020,B,Bovine,SGV053,2021,B,Bovine,15,0,0,,,,,
SGV042,2020,B,Bovine,SGV053,2021,B,Bovine,15,0,0,,,,,
SGV043,2020,B,Bovine,SGV053,2021,B,Bovine,18,0,0,,,,,
SGV044,2020,B,Bovine,SGV053,2021,B,Bovine,16,0,0,,,,,
SGV045,2020,B,Canine,SGV053,2021,B,Bovine,18,1,0,,,,,
SGV046,2020,B,Bovine,SGV053,2021,B,Bovine,12,0,0,,,,,
SGV047,2021,B,Bovine,SGV053,2021,B,Bovine,20,0,0,,,,,
SGV048,2021,B,Bovine,SGV053,2021,B,Bovine,12,0,0,,,,,
SGV049,2021,B,Human,SGV053,2021,B,Bovine,16,1,0,,,,,
SGV050,2021,B,Human,SGV053,2021,B,Bovine,10,1,0,,,,,
SGV051,2021,B,Bovine,SGV053,2021,B,Bovine,19,0,0,,,,,
SGV052,2021,B,Canine,SGV053,2021,B,Bovine,1,1,0,,,,,
SGV053,2021,B,Bovine,SGV053,2021,B,Bovine,0,0,0,,,,,
SGV054,2020,B,Canine,SGV053,2021,B,Bovine,12,1,0,,,,,
SGV055,2021,B,Bovine,SGV053,2021,B,Bovine,3,0,0,,,,,
SGV056,2021,B,Canine,SGV053,2021,B,Bovine,11,1,0,,,,,
SGV057,2021,B,Bovine,SGV053,2021,B,Bovine,9,0,0,,,,,
SGV058,2021,B,Canine,SGV053,2021,B,Bovine,1,1,0,,,,,
SGV059,2021,B,Bovine,SGV053,2021,B,Bovine,7,0,0,,,,,
SGV060,2021,B,Bovine,SGV053,2021,B,Bovine,22,0,0,,,,,
SGV061,2021,B,Canine,SGV053,2021,B,Bovine,20,1,0,,,,,
SGV062,2021,B,Bovine,SGV053,2021,B,Bovine,5,0,0,,,,,
SGV063,2021,B,Ovine,SGV053,2021,B,Bovine,15,1,0,,,,,
SGV064,2021,B,Bovine,SGV053,2021,B,Bovine,18,0,0,,,,,
SGV065,2021,B,Canine,SGV053,2021,B,Bovine,15,1,0,,,,,
SGV066,2022,B,Human,SGV053,2021,B,Bovine,16,1,0,,,,,
SGV067,2022,B,Bovine,SGV053,2021,B,Bovine,13,0,0,,,,,
SGV068,2022,B,Canine,SGV053,2021,B,Bovine,21,1,0,,,,,
SGV069,2022,B,Bovine,SGV053,2021,B,Bovine,19,0,0,,,,,
SGV070,2022,B,Canine,SGV053,2021,B,Bovine,10,1,0,,,,,
SGV071,2022,B,Human,SGV053,2021,B,Bovine,7,1,0,,,,,
SGV072,2022,B,Feline,SGV053,2021,B,Bovine,15,1,0,,,,,
SGV073,2022,B,Canine,SGV053,2021,B,Bovine,10,1,0,,,,,
SGV075,2022,B,Bovine,SGV053,2021,B,Bovine,8,0,0,,,,,
SGV077,2022,B,Canine,SGV053,2021,B,Bovine,9,1,0,,,,,
SGV078,2022,B,Bovine,SGV053,2021,B,Bovine,8,0,0,,,,,
SGV079,2022,B,Canine,SGV053,2021,B,Bovine,21,1,0,,,,,
SGV080,2022,B,Equine,SGV053,2021,B,Bovine,11,1,0,,,,,
SGV004,2005,A,Bovine,SGV054,2020,B,Canine,100,1,1,,,,,
SGV021,2019,B,Bovine,SGV054,2020,B,Canine,2,1,0,,,,,
SGV022,2019,B,Bovine,SGV054,2020,B,Canine,12,1,0,,,,,
SGV023,2019,B,Bovine,SGV054,2020,B,Canine,12,1,0,,,,,
SGV025,2019,B,Bovine,SGV054,2020,B,Canine,2,1,0,,,,,
SGV026,2019,B,Bovine,SGV054,2020,B,Canine,2,1,0,,,,,
SGV028,2019,B,Bovine,SGV054,2020,B,Canine,12,1,0,,,,,
SGV029,2019,B,Bovine,SGV054,2020,B,Canine,3,1,0,,,,,
SGV030,2020,B,Bovine,SGV054,2020,B,Canine,7,1,0,,,,,
SGV031,2020,B,Bovine,SGV054,2020,B,Canine,12,1,0,,,,,
SGV032,2020,B,Human,SGV054,2020,B,Canine,14,1,0,,,,,
SGV033,2020,B,Human,SGV054,2020,B,Canine,6,1,0,,,,,
SGV034,2020,B,Human,SGV054,2020,B,Canine,15,1,0,,,,,
SGV035,2020,B,Feline,SGV054,2020,B,Canine,2,1,0,,,,,
SGV036,2020,B,Bovine,SGV054,2020,B,Canine,2,1,0,,,,,
SGV037,2020,B,Bovine,SGV054,2020,B,Canine,5,1,0,,,,,
SGV038,2020,B,Bovine,SGV054,2020,B,Canine,15,1,0,,,,,
SGV039,2020,B,Canine,SGV054,2020,B,Canine,1,0,0,,,,,
SGV040,2020,B,Bovine,SGV054,2020,B,Canine,15,1,0,,,,,
SGV041,2020,B,Bovine,SGV054,2020,B,Canine,5,1,0,,,,,
SGV042,2020,B,Bovine,SGV054,2020,B,Canine,13,1,0,,,,,
SGV043,2020,B,Bovine,SGV054,2020,B,Canine,8,1,0,,,,,
SGV044,2020,B,Bovine,SGV054,2020,B,Canine,6,1,0,,,,,
SGV045,2020,B,Canine,SGV054,2020,B,Canine,16,0,0,,,,,
SGV046,2020,B,Bovine,SGV054,2020,B,Canine,14,1,0,,,,,
SGV047,2021,B,Bovine,SGV054,2020,B,Canine,10,1,0,,,,,
SGV048,2021,B,Bovine,SGV054,2020,B,Canine,13,1,0,,,,,
SGV049,2021,B,Human,SGV054,2020,B,Canine,14,1,0,,,,,
SGV050,2021,B,Human,SGV054,2020,B,Canine,12,1,0,,,,,
SGV051,2021,B,Bovine,SGV054,2020,B,Canine,17,1,0,,,,,
SGV052,2021,B,Canine,SGV054,2020,B,Canine,11,0,0,,,,,
SGV053,2021,B,Bovine,SGV054,2020,B,Canine,12,1,0,,,,,
SGV054,2020,B,Canine,SGV054,2020,B,Canine,0,0,0,,,,,
SGV055,2021,B,Bovine,SGV054,2020,B,Canine,12,1,0,,,,,
SGV056,2021,B,Canine,SGV054,2020,B,Canine,13,0,0,,,,,
SGV057,2021,B,Bovine,SGV054,2020,B,Canine,11,1,0,,,,,
SGV058,2021,B,Canine,SGV054,2020,B,Canine,11,0,0,,,,,
SGV059,2021,B,Bovine,SGV054,2020,B,Canine,9,1,0,,,,,
SGV060,2021,B,Bovine,SGV054,2020,B,Canine,20,1,0,,,,,
SGV061,2021,B,Canine,SGV054,2020,B,Canine,18,0,0,,,,,
SGV062,2021,B,Bovine,SGV054,2020,B,Canine,9,1,0,,,,,
SGV063,2021,B,Ovine,SGV054,2020,B,Canine,5,1,0,,,,,
SGV064,2021,B,Bovine,SGV054,2020,B,Canine,16,1,0,,,,,
SGV065,2021,B,Canine,SGV054,2020,B,Canine,13,0,0,,,,,
SGV066,2022,B,Human,SGV054,2020,B,Canine,6,1,0,,,,,
SGV067,2022,B,Bovine,SGV054,2020,B,Canine,15,1,0,,,,,
SGV068,2022,B,Canine,SGV054,2020,B,Canine,11,0,0,,,,,
SGV069,2022,B,Bovine,SGV054,2020,B,Canine,17,1,0,,,,,
SGV070,2022,B,Canine,SGV054,2020,B,Canine,12,0,0,,,,,
SGV071,2022,B,Human,SGV054,2020,B,Canine,5,1,0,,,,,
SGV072,2022,B,Feline,SGV054,2020,B,Canine,13,1,0,,,,,
SGV073,2022,B,Canine,SGV054,2020,B,Canine,12,0,0,,,,,
SGV075,2022,B,Bovine,SGV054,2020,B,Canine,10,1,0,,,,,
SGV077,2022,B,Canine,SGV054,2020,B,Canine,11,0,0,,,,,
SGV078,2022,B,Bovine,SGV054,2020,B,Canine,10,1,0,,,,,
SGV079,2022,B,Canine,SGV054,2020,B,Canine,19,0,0,,,,,
SGV080,2022,B,Equine,SGV054,2020,B,Canine,13,1,0,,,,,
SGV004,2005,A,Bovine,SGV055,2021,B,Bovine,102,0,1,,,,,
SGV021,2019,B,Bovine,SGV055,2021,B,Bovine,12,0,0,,,,,
SGV022,2019,B,Bovine,SGV055,2021,B,Bovine,11,0,0,,,,,
SGV023,2019,B,Bovine,SGV055,2021,B,Bovine,15,0,0,,,,,
SGV025,2019,B,Bovine,SGV055,2021,B,Bovine,12,0,0,,,,,
SGV026,2019,B,Bovine,SGV055,2021,B,Bovine,12,0,0,,,,,
SGV028,2019,B,Bovine,SGV055,2021,B,Bovine,15,0,0,,,,,
SGV029,2019,B,Bovine,SGV055,2021,B,Bovine,13,0,0,,,,,
SGV030,2020,B,Bovine,SGV055,2021,B,Bovine,17,0,0,,,,,
SGV031,2020,B,Bovine,SGV055,2021,B,Bovine,15,0,0,,,,,
SGV032,2020,B,Human,SGV055,2021,B,Bovine,17,1,0,,,,,
SGV033,2020,B,Human,SGV055,2021,B,Bovine,16,1,0,,,,,
SGV034,2020,B,Human,SGV055,2021,B,Bovine,18,1,0,,,,,
SGV035,2020,B,Feline,SGV055,2021,B,Bovine,12,1,0,,,,,
SGV036,2020,B,Bovine,SGV055,2021,B,Bovine,12,0,0,,,,,
SGV037,2020,B,Bovine,SGV055,2021,B,Bovine,15,0,0,,,,,
SGV038,2020,B,Bovine,SGV055,2021,B,Bovine,18,0,0,,,,,
SGV039,2020,B,Canine,SGV055,2021,B,Bovine,11,1,0,,,,,
SGV040,2020,B,Bovine,SGV055,2021,B,Bovine,19,0,0,,,,,
SGV041,2020,B,Bovine,SGV055,2021,B,Bovine,15,0,0,,,,,
SGV042,2020,B,Bovine,SGV055,2021,B,Bovine,16,0,0,,,,,
SGV043,2020,B,Bovine,SGV055,2021,B,Bovine,18,0,0,,,,,
SGV044,2020,B,Bovine,SGV055,2021,B,Bovine,16,0,0,,,,,
SGV045,2020,B,Canine,SGV055,2021,B,Bovine,19,1,0,,,,,
SGV046,2020,B,Bovine,SGV055,2021,B,Bovine,13,0,0,,,,,
SGV047,2021,B,Bovine,SGV055,2021,B,Bovine,20,0,0,,,,,
SGV048,2021,B,Bovine,SGV055,2021,B,Bovine,13,0,0,,,,,
SGV049,2021,B,Human,SGV055,2021,B,Bovine,17,1,0,,,,,
SGV050,2021,B,Human,SGV055,2021,B,Bovine,11,1,0,,,,,
SGV051,2021,B,Bovine,SGV055,2021,B,Bovine,20,0,0,,,,,
SGV052,2021,B,Canine,SGV055,2021,B,Bovine,2,1,0,,,,,
SGV053,2021,B,Bovine,SGV055,2021,B,Bovine,3,0,0,,,,,
SGV054,2020,B,Canine,SGV055,2021,B,Bovine,12,1,0,,,,,
SGV055,2021,B,Bovine,SGV055,2021,B,Bovine,0,0,0,,,,,
SGV056,2021,B,Canine,SGV055,2021,B,Bovine,12,1,0,,,,,
SGV057,2021,B,Bovine,SGV055,2021,B,Bovine,10,0,0,,,,,
SGV058,2021,B,Canine,SGV055,2021,B,Bovine,2,1,0,,,,,
SGV059,2021,B,Bovine,SGV055,2021,B,Bovine,8,0,0,,,,,
SGV060,2021,B,Bovine,SGV055,2021,B,Bovine,23,0,0,,,,,
SGV061,2021,B,Canine,SGV055,2021,B,Bovine,21,1,0,,,,,
SGV062,2021,B,Bovine,SGV055,2021,B,Bovine,5,0,0,,,,,
SGV063,2021,B,Ovine,SGV055,2021,B,Bovine,15,1,0,,,,,
SGV064,2021,B,Bovine,SGV055,2021,B,Bovine,19,0,0,,,,,
SGV065,2021,B,Canine,SGV055,2021,B,Bovine,16,1,0,,,,,
SGV066,2022,B,Human,SGV055,2021,B,Bovine,16,1,0,,,,,
SGV067,2022,B,Bovine,SGV055,2021,B,Bovine,14,0,0,,,,,
SGV068,2022,B,Canine,SGV055,2021,B,Bovine,21,1,0,,,,,
SGV069,2022,B,Bovine,SGV055,2021,B,Bovine,20,0,0,,,,,
SGV070,2022,B,Canine,SGV055,2021,B,Bovine,11,1,0,,,,,
SGV071,2022,B,Human,SGV055,2021,B,Bovine,8,1,0,,,,,
SGV072,2022,B,Feline,SGV055,2021,B,Bovine,16,1,0,,,,,
SGV073,2022,B,Canine,SGV055,2021,B,Bovine,11,1,0,,,,,
SGV075,2022,B,Bovine,SGV055,2021,B,Bovine,9,0,0,,,,,
SGV077,2022,B,Canine,SGV055,2021,B,Bovine,10,1,0,,,,,
SGV078,2022,B,Bovine,SGV055,2021,B,Bovine,9,0,0,,,,,
SGV079,2022,B,Canine,SGV055,2021,B,Bovine,22,1,0,,,,,
SGV080,2022,B,Equine,SGV055,2021,B,Bovine,12,1,0,,,,,
SGV004,2005,A,Bovine,SGV056,2021,B,Canine,103,1,1,,,,,
SGV021,2019,B,Bovine,SGV056,2021,B,Canine,13,1,0,,,,,
SGV022,2019,B,Bovine,SGV056,2021,B,Canine,11,1,0,,,,,
SGV023,2019,B,Bovine,SGV056,2021,B,Canine,15,1,0,,,,,
SGV025,2019,B,Bovine,SGV056,2021,B,Canine,13,1,0,,,,,
SGV026,2019,B,Bovine,SGV056,2021,B,Canine,13,1,0,,,,,
SGV028,2019,B,Bovine,SGV056,2021,B,Canine,15,1,0,,,,,
SGV029,2019,B,Bovine,SGV056,2021,B,Canine,13,1,0,,,,,
SGV030,2020,B,Bovine,SGV056,2021,B,Canine,18,1,0,,,,,
SGV031,2020,B,Bovine,SGV056,2021,B,Canine,15,1,0,,,,,
SGV032,2020,B,Human,SGV056,2021,B,Canine,17,1,0,,,,,
SGV033,2020,B,Human,SGV056,2021,B,Canine,17,1,0,,,,,
SGV034,2020,B,Human,SGV056,2021,B,Canine,18,1,0,,,,,
SGV035,2020,B,Feline,SGV056,2021,B,Canine,13,1,0,,,,,
SGV036,2020,B,Bovine,SGV056,2021,B,Canine,13,1,0,,,,,
SGV037,2020,B,Bovine,SGV056,2021,B,Canine,16,1,0,,,,,
SGV038,2020,B,Bovine,SGV056,2021,B,Canine,18,1,0,,,,,
SGV039,2020,B,Canine,SGV056,2021,B,Canine,12,0,0,,,,,
SGV040,2020,B,Bovine,SGV056,2021,B,Canine,20,1,0,,,,,
SGV041,2020,B,Bovine,SGV056,2021,B,Canine,16,1,0,,,,,
SGV042,2020,B,Bovine,SGV056,2021,B,Canine,16,1,0,,,,,
SGV043,2020,B,Bovine,SGV056,2021,B,Canine,19,1,0,,,,,
SGV044,2020,B,Bovine,SGV056,2021,B,Canine,17,1,0,,,,,
SGV045,2020,B,Canine,SGV056,2021,B,Canine,19,0,0,,,,,
SGV046,2020,B,Bovine,SGV056,2021,B,Canine,13,1,0,,,,,
SGV047,2021,B,Bovine,SGV056,2021,B,Canine,21,1,0,,,,,
SGV048,2021,B,Bovine,SGV056,2021,B,Canine,13,1,0,,,,,
SGV049,2021,B,Human,SGV056,2021,B,Canine,17,1,0,,,,,
SGV050,2021,B,Human,SGV056,2021,B,Canine,11,1,0,,,,,
SGV051,2021,B,Bovine,SGV056,2021,B,Canine,20,1,0,,,,,
SGV052,2021,B,Canine,SGV056,2021,B,Canine,10,0,0,,,,,
SGV053,2021,B,Bovine,SGV056,2021,B,Canine,11,1,0,,,,,
SGV054,2020,B,Canine,SGV056,2021,B,Canine,13,0,0,,,,,
SGV055,2021,B,Bovine,SGV056,2021,B,Canine,12,1,0,,,,,
SGV056,2021,B,Canine,SGV056,2021,B,Canine,0,0,0,,,,,
SGV057,2021,B,Bovine,SGV056,2021,B,Canine,10,1,0,,,,,
SGV058,2021,B,Canine,SGV056,2021,B,Canine,10,0,0,,,,,
SGV059,2021,B,Bovine,SGV056,2021,B,Canine,8,1,0,,,,,
SGV060,2021,B,Bovine,SGV056,2021,B,Canine,23,1,0,,,,,
SGV061,2021,B,Canine,SGV056,2021,B,Canine,21,0,0,,,,,
SGV062,2021,B,Bovine,SGV056,2021,B,Canine,10,1,0,,,,,
SGV063,2021,B,Ovine,SGV056,2021,B,Canine,16,1,0,,,,,
SGV064,2021,B,Bovine,SGV056,2021,B,Canine,19,1,0,,,,,
SGV065,2021,B,Canine,SGV056,2021,B,Canine,16,0,0,,,,,
SGV066,2022,B,Human,SGV056,2021,B,Canine,17,1,0,,,,,
SGV067,2022,B,Bovine,SGV056,2021,B,Canine,14,1,0,,,,,
SGV068,2022,B,Canine,SGV056,2021,B,Canine,22,0,0,,,,,
SGV069,2022,B,Bovine,SGV056,2021,B,Canine,20,1,0,,,,,
SGV070,2022,B,Canine,SGV056,2021,B,Canine,11,0,0,,,,,
SGV071,2022,B,Human,SGV056,2021,B,Canine,8,1,0,,,,,
SGV072,2022,B,Feline,SGV056,2021,B,Canine,16,1,0,,,,,
SGV073,2022,B,Canine,SGV056,2021,B,Canine,5,0,0,,,,,
SGV075,2022,B,Bovine,SGV056,2021,B,Canine,9,1,0,,,,,
SGV077,2022,B,Canine,SGV056,2021,B,Canine,10,0,0,,,,,
SGV078,2022,B,Bovine,SGV056,2021,B,Canine,9,1,0,,,,,
SGV079,2022,B,Canine,SGV056,2021,B,Canine,22,0,0,,,,,
SGV080,2022,B,Equine,SGV056,2021,B,Canine,10,1,0,,,,,
SGV004,2005,A,Bovine,SGV057,2021,B,Bovine,101,0,1,,,,,
SGV021,2019,B,Bovine,SGV057,2021,B,Bovine,11,0,0,,,,,
SGV022,2019,B,Bovine,SGV057,2021,B,Bovine,9,0,0,,,,,
SGV023,2019,B,Bovine,SGV057,2021,B,Bovine,13,0,0,,,,,
SGV025,2019,B,Bovine,SGV057,2021,B,Bovine,11,0,0,,,,,
SGV026,2019,B,Bovine,SGV057,2021,B,Bovine,11,0,0,,,,,
SGV028,2019,B,Bovine,SGV057,2021,B,Bovine,13,0,0,,,,,
SGV029,2019,B,Bovine,SGV057,2021,B,Bovine,12,0,0,,,,,
SGV030,2020,B,Bovine,SGV057,2021,B,Bovine,16,0,0,,,,,
SGV031,2020,B,Bovine,SGV057,2021,B,Bovine,13,0,0,,,,,
SGV032,2020,B,Human,SGV057,2021,B,Bovine,15,1,0,,,,,
SGV033,2020,B,Human,SGV057,2021,B,Bovine,15,1,0,,,,,
SGV034,2020,B,Human,SGV057,2021,B,Bovine,16,1,0,,,,,
SGV035,2020,B,Feline,SGV057,2021,B,Bovine,11,1,0,,,,,
SGV036,2020,B,Bovine,SGV057,2021,B,Bovine,11,0,0,,,,,
SGV037,2020,B,Bovine,SGV057,2021,B,Bovine,14,0,0,,,,,
SGV038,2020,B,Bovine,SGV057,2021,B,Bovine,16,0,0,,,,,
SGV039,2020,B,Canine,SGV057,2021,B,Bovine,10,1,0,,,,,
SGV040,2020,B,Bovine,SGV057,2021,B,Bovine,18,0,0,,,,,
SGV041,2020,B,Bovine,SGV057,2021,B,Bovine,14,0,0,,,,,
SGV042,2020,B,Bovine,SGV057,2021,B,Bovine,14,0,0,,,,,
SGV043,2020,B,Bovine,SGV057,2021,B,Bovine,17,0,0,,,,,
SGV044,2020,B,Bovine,SGV057,2021,B,Bovine,15,0,0,,,,,
SGV045,2020,B,Canine,SGV057,2021,B,Bovine,17,1,0,,,,,
SGV046,2020,B,Bovine,SGV057,2021,B,Bovine,11,0,0,,,,,
SGV047,2021,B,Bovine,SGV057,2021,B,Bovine,19,0,0,,,,,
SGV048,2021,B,Bovine,SGV057,2021,B,Bovine,11,0,0,,,,,
SGV049,2021,B,Human,SGV057,2021,B,Bovine,15,1,0,,,,,
SGV050,2021,B,Human,SGV057,2021,B,Bovine,9,1,0,,,,,
SGV051,2021,B,Bovine,SGV057,2021,B,Bovine,18,0,0,,,,,
SGV052,2021,B,Canine,SGV057,2021,B,Bovine,8,1,0,,,,,
SGV053,2021,B,Bovine,SGV057,2021,B,Bovine,9,0,0,,,,,
SGV054,2020,B,Canine,SGV057,2021,B,Bovine,11,1,0,,,,,
SGV055,2021,B,Bovine,SGV057,2021,B,Bovine,10,0,0,,,,,
SGV056,2021,B,Canine,SGV057,2021,B,Bovine,10,1,0,,,,,
SGV057,2021,B,Bovine,SGV057,2021,B,Bovine,0,0,0,,,,,
SGV058,2021,B,Canine,SGV057,2021,B,Bovine,8,1,0,,,,,
SGV059,2021,B,Bovine,SGV057,2021,B,Bovine,6,0,0,,,,,
SGV060,2021,B,Bovine,SGV057,2021,B,Bovine,21,0,0,,,,,
SGV061,2021,B,Canine,SGV057,2021,B,Bovine,19,1,0,,,,,
SGV062,2021,B,Bovine,SGV057,2021,B,Bovine,8,0,0,,,,,
SGV063,2021,B,Ovine,SGV057,2021,B,Bovine,14,1,0,,,,,
SGV064,2021,B,Bovine,SGV057,2021,B,Bovine,17,0,0,,,,,
SGV065,2021,B,Canine,SGV057,2021,B,Bovine,14,1,0,,,,,
SGV066,2022,B,Human,SGV057,2021,B,Bovine,15,1,0,,,,,
SGV067,2022,B,Bovine,SGV057,2021,B,Bovine,12,0,0,,,,,
SGV068,2022,B,Canine,SGV057,2021,B,Bovine,20,1,0,,,,,
SGV069,2022,B,Bovine,SGV057,2021,B,Bovine,18,0,0,,,,,
SGV070,2022,B,Canine,SGV057,2021,B,Bovine,9,1,0,,,,,
SGV071,2022,B,Human,SGV057,2021,B,Bovine,6,1,0,,,,,
SGV072,2022,B,Feline,SGV057,2021,B,Bovine,14,1,0,,,,,
SGV073,2022,B,Canine,SGV057,2021,B,Bovine,9,1,0,,,,,
SGV075,2022,B,Bovine,SGV057,2021,B,Bovine,7,0,0,,,,,
SGV077,2022,B,Canine,SGV057,2021,B,Bovine,8,1,0,,,,,
SGV078,2022,B,Bovine,SGV057,2021,B,Bovine,7,0,0,,,,,
SGV079,2022,B,Canine,SGV057,2021,B,Bovine,20,1,0,,,,,
SGV080,2022,B,Equine,SGV057,2021,B,Bovine,10,1,0,,,,,
SGV004,2005,A,Bovine,SGV058,2021,B,Canine,101,1,1,,,,,
SGV021,2019,B,Bovine,SGV058,2021,B,Canine,11,1,0,,,,,
SGV022,2019,B,Bovine,SGV058,2021,B,Canine,9,1,0,,,,,
SGV023,2019,B,Bovine,SGV058,2021,B,Canine,13,1,0,,,,,
SGV025,2019,B,Bovine,SGV058,2021,B,Canine,11,1,0,,,,,
SGV026,2019,B,Bovine,SGV058,2021,B,Canine,11,1,0,,,,,
SGV028,2019,B,Bovine,SGV058,2021,B,Canine,13,1,0,,,,,
SGV029,2019,B,Bovine,SGV058,2021,B,Canine,12,1,0,,,,,
SGV030,2020,B,Bovine,SGV058,2021,B,Canine,16,1,0,,,,,
SGV031,2020,B,Bovine,SGV058,2021,B,Canine,13,1,0,,,,,
SGV032,2020,B,Human,SGV058,2021,B,Canine,15,1,0,,,,,
SGV033,2020,B,Human,SGV058,2021,B,Canine,15,1,0,,,,,
SGV034,2020,B,Human,SGV058,2021,B,Canine,16,1,0,,,,,
SGV035,2020,B,Feline,SGV058,2021,B,Canine,11,1,0,,,,,
SGV036,2020,B,Bovine,SGV058,2021,B,Canine,11,1,0,,,,,
SGV037,2020,B,Bovine,SGV058,2021,B,Canine,14,1,0,,,,,
SGV038,2020,B,Bovine,SGV058,2021,B,Canine,16,1,0,,,,,
SGV039,2020,B,Canine,SGV058,2021,B,Canine,10,0,0,,,,,
SGV040,2020,B,Bovine,SGV058,2021,B,Canine,18,1,0,,,,,
SGV041,2020,B,Bovine,SGV058,2021,B,Canine,14,1,0,,,,,
SGV042,2020,B,Bovine,SGV058,2021,B,Canine,14,1,0,,,,,
SGV043,2020,B,Bovine,SGV058,2021,B,Canine,17,1,0,,,,,
SGV044,2020,B,Bovine,SGV058,2021,B,Canine,15,1,0,,,,,
SGV045,2020,B,Canine,SGV058,2021,B,Canine,17,0,0,,,,,
SGV046,2020,B,Bovine,SGV058,2021,B,Canine,11,1,0,,,,,
SGV047,2021,B,Bovine,SGV058,2021,B,Canine,19,1,0,,,,,
SGV048,2021,B,Bovine,SGV058,2021,B,Canine,11,1,0,,,,,
SGV049,2021,B,Human,SGV058,2021,B,Canine,15,1,0,,,,,
SGV050,2021,B,Human,SGV058,2021,B,Canine,9,1,0,,,,,
SGV051,2021,B,Bovine,SGV058,2021,B,Canine,18,1,0,,,,,
SGV052,2021,B,Canine,SGV058,2021,B,Canine,0,0,0,,,,,
SGV053,2021,B,Bovine,SGV058,2021,B,Canine,1,1,0,,,,,
SGV054,2020,B,Canine,SGV058,2021,B,Canine,11,0,0,,,,,
